,Vehicle,Model,Model Year,Problem,Sub Problem,Model Title,Model Problem,distance covered,description
871,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"152,000 miles",,"			The driver seat left front bracket broke. The chair is able to lean back and is unstable. I researched online and I am not he only one with this issue. It seams to of started with the 2004 model and in the CRV. A recall is needed. The dealer wants to charge over a $1000 dollars to replace the base. The bracket part is not being offered. This is crazy. I just sat in my chair and reached to the reached to my backseat for a bag and it snapped. Thank good my wife and kids were not in this thing.							- Columbia, SC, USA"
872,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"220,000 miles",,"			The bracket which is used to mount the seat to the vehicle broke and the seat is not stable. The bracket is located under the driver side seat in the front left side (closest to the driver side door). From what I hear on the piloteers web site, several folks have complained about this very same issue. This occurred as I was driving and caused issues controlling the vehicle, since the seat would want to recline backwards when accelerating. I had to brace myself by holding on to the steering wheel.							- Reynoldsburg, OH, USA"
873,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"230,000 miles",,"			The contact owns a 2005 Honda Pilot. The contact stated that a piece of medal frame was fractured from the front driver's seat without warning. The vehicle was not taken to the dealer. The vehicle was not diagnosed or repaired. The manufacturer was made aware of the failure. The failure mileage was 230,000. 							- Wheaton, IL, USA"
874,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot, miles,,"			The drivers seat frame broke which I feel is a serious safety concern. I am not sure exactly when it broke. It wasn't too bad at first, the seat just rocked a little. After awhile (couple of weeks) the seat rocked more severely with every start, stop and turn. If I were to have been in an accident, I am sure the seat would not have protected me or helped me to maintain control of my 2005 Pilot. I contacted my dealer and was told it would cost $2185 to repair. It took the dealership longer than expected to obtain the necessary repair parts. The actual cost a was bit more $2233 plus tax. After viewing so many other complaints regarding the driver's seat I feel that Honda should be proactively checking and making the necessary repairs. If the seat should become completely detached from the base the driver will lose control of the vehicle. Possibly causing a very serious accident. The cost to repair seems outrageously high for just a couple of small pieces of metal.							- Chillicothe, IL, USA"
875,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"215,000 miles",,"			While leaning back in my seat to get something out of my pocket the left front part of the seat broke free. The seat is very unstable now with the left front corner of the seat able to move upward by several inches. It turns out that a metal bracket cracked completely through. This doesn't give me any confidence that this seat would have been safe in the event of an accident. The vehicle was stationary at the time. Research online has shown this has happened to other people as well. I went to Honda today and it looks like the suspect part is 81630-S3V-A30							- Castro Valley, CA, USA"
876,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"148,300 miles",,"			The contact owns a 2005 Honda Pilot. The contact stated that there was a burning odor present inside the vehicle. The contact noticed smoke and flames coming from the driver side seat adjustment control. A police officer using a fire extinguisher extinguished the flames. A police report was filed. The contact sustained a burn on the right hand that did not require medical attention. The vehicle was not diagnosed or repaired. The manufacturer was not notified of the failure. The failure mileage was 148,300. 							- Montauk, NY, USA"
877,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"130,000 miles",,"			When on high, the driver side seat warmer will literally leave burn marks on my right leg. It has worked normal until this fall when I was driving and it burned my leg. It can not be on more than a minute or will leave burn marks on the right leg. The left side still seems normal. I checked and there is not a recall on this, but in looking into it had happened to many others and the seat has started to smoke. 							- West Chester, OH, USA"
878,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"113,200 miles",,"			My drivers seat back broke on the right side when I entered my vehicle. I heard a pop when I sat down in the Pilot. My seat back now has a lean. The metal slide adjuster on the right side broke in half. I got an estimate from the Honda dealer for 1600 to fix it. This happened while my car was not moving. I feel like that part is defective. I never have had a car seat do this either.							- Woods Cross, UT, USA"
879,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot,"127,000 miles",,"			Seat heater was used on drivers side.. got very hot, smell smoked, leg had superficial burn. Smell plastic burning.							- Somersville, CT, USA"
880,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot 6-cyl,"120,000 miles",,"			Driver heated seat started acting up a couple years ago. It would work in spurts and then not at all. Brought this to attention of my Honda dealer, who could not find a problem. I am unsure of exact date or mileage since I took them at their word. At this point in 2011 the seat now has one searing hot spot, when it works, and emits a burning odor. The hot spot is searing hot and will literally leave a red burn mark on your thigh. It is obviously a defective heating element with a short and I consider a live electrical short a safety and liability issue. I am reporting this as a fire since their is a burning and smoke odor. I have made an appointment with Honda economy superstore, hixson tn and will update my complaint accordingly.							- Hixson, TN, USA"
881,Honda,Pilot,2005,interior accessories problems,NHTSA: Seats,Pilot 6-cyl, miles,,"			The driver side seat split in several places and when we took it to be repaired the specialist noted that the heating element had scorched the seat in several places and was in danger of catching on fire. Whole element had to be repaired and seat replaced.							- Yardley, PA, USA"
