,Vehicle,Model,Model Year,Problem,Sub Problem,description,fail date
1214,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,Car accelerated and brakes failed completely. This was a fatality accident. When approaching a red light the car did not slow down at all. This accident occured in the middle of a clear day. Reports showed the driver had no alcohol or drugs in their system. I have the black box data that was recovered from the scene and can forward it to you as an attachment.,  04/29/2008
1215,Honda,Pilot,2007 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,2007 Honda odyssey continues acceleration with no contact to gas pedal. Cause has not been diagnosed.,  02/15/2007
1216,Honda,Pilot,2007 Pilot,Seats,Seats problems,Driver's seat rocks back and forth when in motion.,  10/01/2019
1217,Honda,Pilot,2007 Pilot,Seats,Seats problems,The driver seat metal bracket broke while driving normally. I was shocked to learn about this. I have been driving for more than 23 years and had never heard about this situation. It is loose and a very serious safety concerns. As a consumer I expect that a car seat should last a lot longer than the car itself especially the driver seat.,  08/07/2017
1218,Honda,Pilot,2007 Pilot,Seats,Seats problems,"The contact owns a 2007 Honda Pilot. The contact stated that after seating in the driver seat, the seat was rocking. The vehicle was taken to a dealer where it was diagnosed that the bracket and the driver seat needed to be replaced. The vehicle was not repaired. The manufacturer was not notified of the failure. The approximate failure mileage was 202,000.",  01/19/2016
1219,Honda,Pilot,2007 Pilot,Seats,Seats problems,Drivers side heated leather seat gets unbearably hot under right leg.,  01/22/2014
1220,Honda,Pilot,2007 Pilot,Seats,Seats problems,"The contact owns a 2007 Honda Pilot. While parked, the contact activated the heated seat warmer for the front driver side seat. The contact stated that the seat became abnormally hot. The manufacturer was made aware of the failure and referred the contact to the dealer for diagnostics. The vehicle was not taken to the dealer for diagnostics or repairs. The approximate failure mileage was 140,000.",  01/01/2012
1221,Honda,Pilot,2007 Pilot,Seats,Seats problems,"Nylon side panel of the back portion of the driver seat has a row of empty stitch holes just under the pleat where the side and the leather seat panels are stitched. The holes started to expand and become larger eventually causing a tear. Other holes are just beginning the process and are starting to expand. Went to my dealer and service manager told me it is happening because of getting in and out of the car. Unsatisfied, he told me he would have regional inspector look at it. She said she could not make a determination and would send picture to a Honda engineer. Service manager took picture with his cell phone. Three weeks later after checking back with them I'm told it's not under warranty and they won't fix it with goodwill. Honda advertises 3 yr, 36000 mile bumper to bumper but for some reason, this is not covered. No explanation was given.",  03/15/2009
1222,Honda,Pilot,2007 Pilot,Structure,Body problems,"While driving with six on board (car holds up to 8) I hit a moderate bump. The car made a loud bang, and felt unstable. At the same time, abs, vtm-4, and stabilty warning lights came on. I was in a construction zone with no place to stop, so I kept going. The instabilty seemed manageable, so I kept going to an exit. On the ramp, while cornering even slightly, there was a rubbing sound from the rear wheel area. In a straight line, it sounded okay, but didn't feel right. When we were able to park and get out, the rear wheels were splayed out (extreme negative camber) as if the car was grossly overloaded, even though if was empty. Upon inspection, I found that the two rear mounts for the subframe had completely pulled out of the unibody. The subframe had rusted from the inside, so there was no appearance of structurally significant rust until it failed. When the suspension subframe pulled away, it pulled apart the wiring for the abs, etc. This is a very unsafe condition that appeared with no warning. A quick internet search shows that it's also quite common.",  05/22/2021
1223,Honda,Pilot,2007 Pilot,Structure,Body problems,I had been hearing a noise as I turn the vehicle and it was inspected in July 2019. Two weeks ago I stopped for a quick checkup before a long trip and was told that it was dangerous to drive. The undercarriage near the wheels has cancerous rust beyond repair.,  10/20/2019
1224,Honda,Pilot,2007 Pilot,Structure,Body problems,"On 09/09/2019 1:00 am I was awakened by neighbors that my 2007 Honda Pilot was on fire, police and fire dept. Responded and put out the flames, flame were in side dash board, ceiling, left and right quarter panels, sun roof and hood burned, front burned, plastic melting and fire everywhere, flames were 1 to 2 ft. High, all front lights in vehicle burned and melted, wires hanging, half the front vehicle totaled, during day light it was visible to see half the dash burned colapsed melted, you can see fuse box protruding hanging under dash. Wire harness, electronics, computer, burned. This does not even include damage inside engine under hood, flames were reaching out of hood. Neighbor has security cameras right in front of car, when she gets back from trip we'll see how it started I hope. I have police report available and pictures attached; you are welcome to visit and inspect vehicle. It's a total loss.",  09/09/2019
1225,Honda,Pilot,2007 Pilot,Structure,Body problems,"The contact owns a 2007 Honda Pilot. The contact noticed that after rainy weather conditions, a puddle of water was present on the driver and passenger side floorboards. The water caused the pedals to become slippery and created mold throughout the vehicle. The failure recurred multiple times. The vehicle was not diagnosed or repaired. The manufacturer was notified. The approximate failure mileage was 97,635.",  10/27/2014
1226,Honda,Pilot,2007 Pilot,Structure,Body problems,"I got the letter from Honda. Based on the letter, the car has problem with the airbag module on the handle. I made appointment with one of dealer. However, it takes 5 months to replace the airbag in order to schedule.",  03/15/2013
1227,Honda,Pilot,2007 Pilot,Structure,Body problems,"Abnormal discoloration and corrosion on front grill as well as the front and rear chrome Honda emblems. Vehicle has only 2,750 miles. Dealer replaced the defective components as a one time warranty goodwill"". The service manager stated that an investigation by Honda pointed to use of mag chloride on roads. Dealer was not aware of any improvement plans by Honda. Pictures available at Hondapilot2007. Blogspot. Com.",  03/26/2007
