,code,desc
1345,P1484,Open Power To Ground VCRM 
1346,P1485,EGRV Circuit Malfunction 
1347,P1486,EGRA Circuit Malfunction 
1348,P1487,EGRCHK Solenoid Circuit Malfunction 
1349,P1490,Secondary Air Relief Solenoid Circuit Malfunction 
1350,P1491,Secondary Switch Solenoid Circuit Malfunction 
1351,P1492,APLSOL Solenoid Circuit Malfunction 
1352,P1493,RCNT Solenoid Circuit Malfunction 
1353,P1494,SPCUT Solenoid Circuit Malfunction 
1354,P1495,TCSPL Solenoid Circuit Malfunction 
1355,P1500,Vehicle Speed Sensor Intermittent 
1356,P1501,Vehicle Speed Sensor Out Of Self Test Range 
1357,P1502,Vehicle Speed Sensor Intermittent Malfunction 
1358,P1503,Auxillary Speed Sensor Fault 
1359,P1504,Idle Air Control Circuit Malfunction 
1360,P1505,Idle Air Control System At Adaptive Clip 
1361,P1506,Idle Air Control Overspeed Error 
1362,P1507,Idle Air Control Underspeed Error 
1363,P1508,Idle Control System Circuit Open 
1364,P1509,Idle Control System Circuit Shorted 
1365,P1510,Idle Signal Circuit Malfunction 
1366,P1511,Idle Switch (Electric Control Throttle) Circuit Malfunction 
1367,P1512,Intake Manifold Runner Control (Bank 1) Stuck Closed 
1368,P1513,Intake Manifold Runner Control (Bank 2) Stuck Closed 
1369,P1514,High Load Neutral/Drive Fault 
1370,P1515,Electric Current Circuit Malfunction 
1371,P1516,IMRC Input Error (Bank 1) 
1372,P1517,IMRC Input Error (Bank 2) 
1373,P1518,Intake Manifold Runner Control (Stuck Open) 
1374,P1519,Intake Manifold Runner Control (Stuck Closed) 
1375,P1520,Intake Manifold Runner Control Circuit Malfunction 
1376,P1521,Variable Intake Solenoid #1 Circuit Malfunction 
1377,P1522,Variable Intake Solenoid #2 Circuit Malfunction 
1378,P1523,IVC Solenoid Circuit Malfunction 
1379,P1524,Variable Intake Solenoid System 
1380,P1525,Air Bypass Valve System 
1381,P1526,Air Bypass System 
1382,P1527,Accelerate Warmup Solenoid Circuit Malfunction 
1383,P1528,Subsidiary Throttle Valve Solenoid Circuit Malfunction 
1384,P1529,SCAIR Solenoid Circuit Malfunction 
1385,P1530,A/C Clutch Circuit Malfunction 
1386,P1531,Invalid Test - Accelerator Pedal Movement 
1387,P1532,"IMCC Circuit Malfunction, Bank B "
1388,P1533,AAI Circuit Malfunction 
1389,P1534,Inertia Switch Activated 
1390,P1535,Blower Fan Speed Circuit Range/Performance 
1391,P1536,Parking Brake Switch Circuit Failure 
1392,P1537,Intake Manifold Runner Control (Bank 1) Stuck Open 
1393,P1538,Intake Manifold Runner Control (Bank 2) Stuck Open 
1394,P1539,Power To A/C Clutch Circuit Overcurrent 
1395,P1540,Air Bypass Valve Circuit Malfunction 
1396,P1549,"IMCC Circuit Malfunction, Bank B "
1397,P1550,PSPS Out Of Self Test Range 
1398,P1565,Speed Control Command Switch Out of Range High 
1399,P1566,Speed Control Command Switch Out of Range Low 
1400,P1567,Speed Control Output Circuit Continuity 
1401,P1568,Speed Control Unable to Hold Speed 
1402,P1571,Brake Switch Malfunction 
1403,P1572,Brake Pedal Switch Circuit Malfunction 
1404,P1573,Throttle Position Not Available 
1405,P1574,Throttle Position Sensor Disagreement btwn Sensors 
1406,P1575,Pedal Position Out of Self Test Range 
1407,P1576,Pedal Position Not Available 
1408,P1577,Pedal Position Sensor Disagreement btwn Sensors 
1409,P1578,ETC Power Less Than Demand 
1410,P1579,ETC In Power Limiting Mode 
1411,P1580,Electronic Throttle Monitor PCM Override 
1412,P1581,Electronic Throttle Monitor Malfunction 
1413,P1582,Electronic Throttle Monitor Data Available 
1414,P1583,Electronic Throttle Monitor Cruise Disable 
1415,P1584,TCU Detected IPE Circuit Malfunction 
1416,P1585,Throttle Control Unit Malfunction 
1417,P1586,Throttle Control Unit Throttle Position Malfunction 
1418,P1587,Throttle Control Unit Modulated Command Malfunction 
1419,P1588,Throttle Control Unit Detected Loss of Return Spring 
1420,P1589,TCU Unable To Control Desired Throttle Angle 
1421,P1600,Loss of KAM Power; Open Circuit 
1422,P1601,ECM/TCM Serial Communication Error 
1423,P1602,Immobilizer/ECM Communication Error 
1424,P1603,EEPROM Malfunction 
1425,P1604,Code Word Unregestered 
1426,P1605,Keep Alive Memory Test Failure 
1427,P1606,ECM Control Relay O/P Circuit Malfunction 
1428,P1607,MIL O/P Circuit Malfunction 
1429,P1608,Internal ECM Malfunction 
1430,P1609,Diagnostic Lamp Driver Fault 
1431,P1610,SBDS Interactive Codes 
1432,P1611,SBDS Interactive Codes 
1433,P1612,SBDS Interactive Codes 
1434,P1613,SBDS Interactive Codes 
1435,P1614,SBDS Interactive Codes 
1436,P1615,SBDS Interactive Codes 
1437,P1616,SBDS Interactive Codes 
1438,P1617,SBDS Interactive Codes 
1439,P1618,SBDS Interactive Codes 
1440,P1619,SBDS Interactive Codes 
1441,P1620,SBDS Interactive Codes 
1442,P1621,Control Module Long Term Memory Performance/ Immobilizer Code Words Do Not Match 
1443,P1622,Immobilizer ID Does Not Match 
1444,P1623,Immobilizer Code Word/ID Number Write Failure 
1445,P1624,Anti Theft System 
1446,P1625,B+ Supply To VCRM Fan Circuit Malfunction 
1447,P1626,Theft Deterrent Fuel Enable Signal Not Received/ B+ Supply To VCRM A/C Circuit Malfunction 
1448,P1627,Module Supply Voltage Out Of Range 
1449,P1628,Module Ignition Supply Input Malfunction 
1450,P1629,Internal Voltage Regulator Malfunction 
1451,P1630,Internal Vref Malfunction 
1452,P1631,Theft Deterrent Start Enable Signal Not Correct/ Main Relay Malfunction (Power Hold) 
1453,P1632,Smart Alternator Faults Sensor/Circuit Malfunction 
1454,P1633,KAM Voltage Too Low 
1455,P1634,Data Output Link Circuit Failure 
1456,P1635,Tire / Axle Ratio Out of Acceptable Range 
1457,P1636,Inductive Signature Chip Communication Error 
1458,P1637,Can Link ECM/ABSCM Circuit / Network Malfunction 
1459,P1638,Can Link ECM/INSTM Circuit / Network Malfunction 
1460,P1639,Vehicle ID Block Corrupted or Not Programmed 
1461,P1640,Powertrain DTCs Available in Another Module 
1462,P1641,Fuel Pump Primary Circuit Failure 
1463,P1642,Fuel Pump Monitor Circuit High Input 
1464,P1643,Fuel Pump Monitor Circuit Low Input 
1465,P1644,Fuel Pump Speed Control Circuit Malfunction 
1466,P1645,Fuel Pump Resistor Switch Circuit Malfunction 
1467,P1650,PSP Switch Out of Self Test Range 
1468,P1651,PSP Switch Input Malfunction 
1469,P1652,IAC Monitor Disabled by PSP Switch Failed On 
1470,P1653,Power Steering Output Circuit Malfunction 
1471,P1654,Recirculation Override Circuit Malfunction 
1472,P1655,Starter Disable Circuit Malfunction 
1473,P1660,Output Circuit Check Signal High 
1474,P1661,Output Circuit Check Signal Low 
1475,P1662,IDM_EN Circuit Failure 
1476,P1663,Fuel Demand Command Signal Circuit Malfunction 
1477,P1667,CI Circuit Malfunction 
1478,P1668,PCM - IDM Communications Error 
1479,P1670,Electronic Feedback Signal Not Detected 
1480,P1680,Metering Oil Pump Malfunction 
1481,P1681,Metering Oil Pump Malfunction 
1482,P1682,Metering Oil Pump Malfunction 
1483,P1683,Metering Oil Pump Temperature Sensor Circuit Malfunction 
1484,P1684,Metering Oil Pump Position Sensor Circuit Malfunction 
1485,P1685,Metering Oil Pump Stepping Motor Circuit Malfunction 
1486,P1686,Metering Oil Pump Stepping Motor Circuit Malfunction 
1487,P1687,Metering Oil Pump Stepping Motor Circuit Malfunction 
1488,P1688,Metering Oil Pump Stepping Motor Circuit Malfunction 
1489,P1689,Oil Pressure Control Solenoid Circuit Malfunction 
1490,P1690,Wastegate Solenoid Circuit Malfunction 
1491,P1691,Turbo Pressure Control Solenoid Circuit Malfunction 
1492,P1692,Turbo Control Solenoid Circuit Malfunction 
1493,P1693,Turbo Charge Control Circuit Malfunction 
1494,P1694,Turbo Charge Relief Circuit Malfunction 
1495,P1700,Transmission Indeterminate Failure (Failed to Neutral) 
1496,P1701,Reverse Engagement Error 
1497,P1702,TRS Circuit Intermittent Malfunction 
1498,P1703,Brake Switch Out Of Self Test Range 
1499,P1704,Digital TRS Failed to Transition States in KOEO / KOER 
1500,P1705,Not in P or N During KOEO / KOER 
1501,P1706,High Vehicle Speed Observed in Park 
1502,P1707,Transfer Case Neutral Indicator Hard Fault Present 
1503,P1708,Clutch Switch Circuit Malfunction 
1504,P1709,PNP Switch Out Of Self Test Range 
1505,P1711,TFT Sensor Out Of Self Test Range 
1506,P1712,Trans Torque Reduction Request Signal Malfunction 
1507,P1713,TFT Sensor In Range Failure Low Value 
1508,P1714,SSA Inductive Signature Malfunction 
1509,P1715,SSB Inductive Signature Malfunction 
1510,P1716,SSC Inductive Signature Malfunction 
1511,P1717,SSD Inductive Signature Malfunction 
1512,P1718,TFT Sensor In Range Failure High 
1513,P1720,Vehicle Speed (Meter) Circuit Malfunction 
1514,P1721,Gear 1 Incorrect Ratio 
1515,P1722,Gear 2 Incorrect Ratio 
1516,P1723,Gear 3 incorrect Ratio 
1517,P1724,Gear 4 Incorrect Ratio 
1518,P1725,Insufficient Engine Speed Increase During Self Test 
1519,P1726,Insufficient Engine Speed Decrease During Self Test 
1520,P1727,Coast Clutch Solenoid Inductive Signature Malfunction 
1521,P1728,Transmission Slip Error 
1522,P1729,4x4 Low Switch Error 
1523,P1730,"Gear Control Malfunction 2,3,5 "
1524,P1731,1-2 Shift Malfunction 
1525,P1732,2-3 Shift Malfunction 
1526,P1733,3-4 Shift Malfunction 
1527,P1734,Gear Control Malfunction 
1528,P1735,First Gear Switch Circuit Malfunction 
1529,P1736,Second Gear Switch Circuit Malfunction 
1530,P1737,Lockup Solenoid System 
1531,P1738,Shift Time Error 
1532,P1739,Slip Solenoid System 
1533,P1740,Torque Converter Clutch Inductive Signature Malfunction 
1534,P1741,Torque Converter Clutch Control Error 
1535,P1742,Torque Converter Clutch Solenoid Failed On 
1536,P1743,Torque Converter Clutch Solenoid Failied On 
1537,P1744,Torque Converter Clutch System Performance 
1538,P1745,Line Pressure Solenoid System 
1539,P1746,"Pressure Control Solenoid ""A"" Open Circuit "
1540,P1747,"Pressure Control Solenoid ""A"" Short Circuit "
1541,P1748,EPC Malfunction 
1542,P1749,Pressure Control Solenoid Failed Low 
1543,P1751,Shift Solenoid A Performance 
1544,P1754,Coast Clutch Solenoid Circuit Malfunction 
1545,P1755,Intermediate Speed Sensor (ISS) Malfunction 
1546,P1756,Shift Solenoid B Performance 
1547,P1760,"Pressure Control Solenoid ""A"" Short Circuit "
1548,P1761,Shift Solenoid C Performance 
1549,P1762,Overdrive Band Failed Off 
1550,P1765,Timing Solenoid Circuit Malfunction 
1551,P1767,Torque Converter Clutch Circuit Malfunction 
1552,P1768,Performance / Normal / Winter Mode Input Malfunction 
1553,P1769,AG4 Transmission Torque Modulation Fault 
1554,P1770,Clutch Solenoid Circuit Malfunction 
1555,P1775,Transmission System MIL Fault 
1556,P1776,Ignition Retard Request Duration Fault 
1557,P1777,Ignition Retard Request Circuit Fault 
1558,P1778,Transmission Reverse I/P Circuit Malfunction 
1559,P1779,TCIL Circuit Malfunction 
1560,P1780,Trans Control Switch (O/D Cancel) Out of Self Test Range 
1561,P1781,4X4 Switch Out of Self Test Range 
1562,P1782,P/ES Circuit Out Of Self Test Range 
1563,P1783,Transmission Overtemperature Condition 
1564,P1784,Transmission Mechanical Failure - First And Reverse 
1565,P1785,Transmission Mechanical Failure - First And Second 
1566,P1786,3-2 Downshift Error 
1567,P1787,2-1 Downshift Error 
1568,P1788,"Pressure Control Solenoid ""B"" Open Circuit "
1569,P1789,"Pressure Control Solenoid ""B"" Short Circuit "
1570,P1790,TP (Mechanical) Circuit Malfunction 
1571,P1791,TP (Electric) Circuit Malfunction 
1572,P1792,Barometer Pressure Circuit Malfunction 
1573,P1793,Intake Air Volume Circuit Malfunction 
1574,P1794,Battery Voltage Circuit Malfunction 
1575,P1795,Idle Switch Circuit Malfunction 
1576,P1796,Kick Down Switch Circuit Malfunction 
1577,P1797,Neutral Switch Circuit Malfunction 
1578,P1798,Coolant Temperature Circuit Malfunction 
1579,P1799,Hold Switch Circuit Malfunction 
1580,P1800,Transmission Clutch Interlock Safety Switch Circuit Failure 
1581,P1801,Transmission Clutch Interlock Safety Switch Open Circuit 
1582,P1802,Transmission Clutch Interlock Safety Switch Short Circuit To Battery 
1583,P1803,Transmission Clutch Interlock Safety Switch Short Circuit To Ground 
1584,P1804,Transmission 4-Wheel Drive High Indicator Circuit Failure 
1585,P1805,Transmission 4-Wheel Drive High Indicator Open Circuit 
1586,P1806,Transmission 4-Wheel Drive High Indicator Short Circuit To Battery 
1587,P1807,Transmission 4-Wheel Drive High Indicator Short Circuit To Ground 
1588,P1808,Transmission 4-Wheel Drive Low Indicator Circuit Failure 
1589,P1809,Transmission 4-Wheel Drive Low Indicator Open Circuit 
1590,P1810,TFP Valve Position Switch Circuit/ Transmission 4-Wheel Drive Low Indicator Short Circuit To Battery 
1591,P1811,Transmission 4-Wheel Drive Low Indicator Short Circuit To Ground 
1592,P1812,Transmission 4-Wheel Drive Mode Select Circuit Failure 
1593,P1813,Transmission 4-Wheel Drive Mode Select Open Circuit 
1594,P1814,Transmission 4-Wheel Drive Mode Select Short Circuit To Battery 
1595,P1815,Transmission 4-Wheel Drive Mode Select Short Circuit To Ground 
1596,P1816,Transmission Neutral Safety Switch Circuit Failure 
1597,P1817,Transmission Neutral Safety Switch Open Circuit 
1598,P1818,Transmission Neutral Safety Switch Short Circuit To Battery 
1599,P1819,Transmission Neutral Safety Switch Short Circuit To Ground 
1600,P1820,Transmission Transfer Case Clockwise Shift Relay Coil Circuit Failure 
1601,P1821,Transmission Transfer Case Clockwise Shift Relay Coil Open Circuit 
1602,P1822,Transmission Transfer Case Clockwise Shift Relay Coil Short Circuit To Battery 
1603,P1823,Transmission Transfer Case Clockwise Shift Relay Coil Short Circuit To Ground 
1604,P1824,Transmission 4-Wheel Drive Clutch Relay Circuit Failure 
1605,P1825,Transmission 4-Wheel Drive Clutch Relay Open Circuit 
1606,P1826,Transmission 4-Wheel Drive Low Clutch Relay Circuit To Battery 
1607,P1827,Transmission 4-Wheel Drive Low Clutch Relay Circuit To Ground 
1608,P1828,Transmission Transfer Case Counter Clockwise Shift Relay Coil Circuit Failure 
1609,P1829,Transmission Transfer Case Counter Clockwise Shift Relay Coil Open Circuit 
1610,P1830,Transmission Transfer Case Counter Clockwise Shift Relay Coil Short Circuit To Battery 
1611,P1831,Transmission Transfer Case Counter Clockwise Shift Relay Coil Short Circuit To Ground 
1612,P1832,Transmission Transfer Case Differential Lock-Up Solenoid Circuit Failure 
1613,P1833,Transmission Transfer Case Differential Lock-Up Solenoid Open Circuit 
1614,P1834,Transmission Transfer Case Differential Lock-Up Solenoid Short Circuit To Battery 
1615,P1835,Transmission Transfer Case Differential Lock-Up Solenoid Short Circuit To Ground 
1616,P1836,Transmission Transfer Case Front Shaft Speed Sensor Circuit Failure 
1617,P1837,Transmission Transfer Case Rear Shaft Speed Sensor Circuit Failure 
1618,P1838,Transmission Transfer Case Shift Motor Circuit Failure 
1619,P1839,Transmission Transfer Case Shift Motor Open Circuit 
1620,P1840,Transmission Transfer Case Shift Motor Short Circuit To Battery 
1621,P1841,Transmission Transfer Case Shift Motor Short Circuit To Ground 
1622,P1842,Transmission Transfer Case Differential Lock-Up Feedback Switch Circuit Failure 
1623,P1843,Transmission Transfer Case Differential Lock-Up Feedback Switch Open Circuit 
1624,P1844,Transmission Transfer Case Differential Lock-Up Feedback Switch Short Circuit To Battery 
1625,P1845,Transmission Transfer Case Differential Lock-Up Feedback Switch Short Circuit To Ground 
1626,P1846,Transmission Transfer Case Contact Plate 'A' Circuit Failure 
1627,P1847,Transmission Transfer Case Contact Plate 'A' Open Circuit 
1628,P1848,Transmission Transfer Case Contact Plate 'A' Short Circuit To Battery 
1629,P1849,Transmission Transfer Case Contact Plate 'A' Short Circuit To Ground 
1630,P1850,Transmission Transfer Case Contact Plate 'B' Circuit Failure 
1631,P1851,Transmission Transfer Case Contact Plate 'B' Open Circuit 
1632,P1852,Transmission Transfer Case Contact Plate 'B' Short Circuit To Battery 
1633,P1853,Transmission Transfer Case Contact Plate 'B' Short Circuit To Ground 
1634,P1854,Transmission Transfer Case Contact Plate 'C' Circuit Failure 
1635,P1855,Transmission Transfer Case Contact Plate 'C' Open Circuit 
1636,P1856,Transmission Transfer Case Contact Plate 'C' Short Circuit To Battery 
1637,P1857,Transmission Transfer Case Contact Plate 'C' Short Circuit To Ground 
1638,P1858,Transmission Transfer Case Contact Plate 'D' Circuit Failure 
1639,P1859,Transmission Transfer Case Contact Plate 'D' Open Circuit 
1640,P1860,TCC PWM Solenoid Circuit Electrical/ Transmission Transfer Case Contact Plate 'D' Short Circuit To Battery 
1641,P1861,Transmission Transfer Case Contact Plate 'D' Short Circuit To Ground 
1642,P1862,Transmission Transfer Case Contact Plate Power Circuit Failure 
1643,P1863,Transmission Transfer Case Contact Plate Power Open Circuit 
1644,P1864,Transmission Transfer Case Contact Plate Power Short To Battery 
1645,P1865,Transmission Transfer Case Contact Plate Power Short To Ground 
1646,P1866,Transmission Transfer Case System Concern - Servicing Required 
1647,P1867,Transmission Transfer Case Contact Plate General Circuit Failure 
1648,P1868,Transmission Automatic 4-Wheel Drive Indicator (Lamp) Circuit Failure 
1649,P1869,Transmission Automatic 4-Wheel Drive Indicator (Lamp) Circuit Short To Battery 
1650,P1870,Transmission Component Slipping/ Transmission Mechanical Transfer Case 4x4 Switch Circuit Failure 
1651,P1871,Transmission Mechanical Transfer Case 4x4 Switch Circuit Short To Battery 
1652,P1872,Transmission Mechanical 4-Wheel Drive Axle Lock Lamp Circuit Failure 
1653,P1873,Transmission Mechanical 4-Wheel Drive Axle Lock Lamp Circuit Short To Battery 
1654,P1874,Transmission Automatic Hall Effect Sensor Power Circuit Failure 
1655,P1875,Transmission Automatic Hall Effect Sensor Power Circuit Short To Battery / 4WD Low Switch Circuit Electrical 
1656,P1876,Transmission Transfer Case 2-Wheel Drive Solenoid Circuit Failure 
1657,P1877,Transmission Transfer Case 2-Wheel Drive Solenoid Circuit Short To Battery 
1658,P1878,Transmission Transfer Case Disengaged Solenoid Circuit Failure 
